propMAlgae,GSiteID,SurveyID,TransectID,SurveyDate,SiteName,Composition,points,Macroalgae,Year,time
0.66,387,609,2253,2018-01-26T00:00:00Z,Port Gawler,Limestone,100,66,2018,0.5
0.93,390,610,2254,2017-04-06T00:00:00Z,Backstairs deep,Schist,100,93,2017,-0.5
0.97,390,610,2255,2017-04-06T00:00:00Z,Backstairs deep,Schist,100,97,2017,-0.5
0.95,390,610,2256,2017-04-06T00:00:00Z,Backstairs deep,Schist,100,95,2017,-0.5
0.86,390,610,2257,2017-04-06T00:00:00Z,Backstairs deep,Schist,100,86,2017,-0.5
0.97,390,611,2258,2018-02-07T00:00:00Z,Backstairs deep,Schist,100,97,2018,0.5
0.9702970297029703,390,611,2259,2018-02-07T00:00:00Z,Backstairs deep,Schist,101,98,2018,0.5
0.98,390,611,2260,2018-02-07T00:00:00Z,Backstairs deep,Schist,100,98,2018,0.5
0.94,390,611,2261,2018-02-07T00:00:00Z,Backstairs deep,Schist,100,94,2018,0.5
0.99,391,612,2262,2017-04-06T00:00:00Z,Deep Creek,Schist,100,99,2017,-0.5
0.92,391,612,2263,2017-04-06T00:00:00Z,Deep Creek,Schist,100,92,2017,-0.5
0.97,391,612,2264,2017-04-06T00:00:00Z,Deep Creek,Schist,100,97,2017,-0.5
0.98,391,612,2265,2017-04-06T00:00:00Z,Deep Creek,Schist,100,98,2017,-0.5
0.98,391,613,2266,2018-02-07T00:00:00Z,Deep Creek,Schist,100,98,2018,0.5
0.96,391,613,2267,2018-02-07T00:00:00Z,Deep Creek,Schist,100,96,2018,0.5
0.89,391,613,2268,2018-02-07T00:00:00Z,Deep Creek,Schist,100,89,2018,0.5
0.94,391,613,2269,2018-02-07T00:00:00Z,Deep Creek,Schist,100,94,2018,0.5
0.35,392,614,2270,2017-04-14T00:00:00Z,Chiton Rocks,Limestone,100,35,2017,-0.5
0.49,392,614,2271,2017-04-14T00:00:00Z,Chiton Rocks,Limestone,100,49,2017,-0.5
0.72,392,614,2272,2017-04-14T00:00:00Z,Chiton Rocks,Limestone,100,72,2017,-0.5
0.71,392,614,2273,2017-04-14T00:00:00Z,Chiton Rocks,Limestone,100,71,2017,-0.5
0.27,392,615,2274,2018-04-10T00:00:00Z,Chiton Rocks,Limestone,100,27,2018,0.5
0.63,392,615,2275,2018-04-10T00:00:00Z,Chiton Rocks,Limestone,100,63,2018,0.5
0.79,392,615,2276,2018-04-10T00:00:00Z,Chiton Rocks,Limestone,100,79,2018,0.5
0.56,392,615,2277,2018-04-10T00:00:00Z,Chiton Rocks,Limestone,100,56,2018,0.5
0.98,393,616,2278,2017-05-09T00:00:00Z,Encounter Deep,Limestone,100,98,2017,-0.5
0.99,393,616,2279,2017-05-09T00:00:00Z,Encounter Deep,Limestone,100,99,2017,-0.5
0.95,393,616,2280,2017-05-09T00:00:00Z,Encounter Deep,Limestone,100,95,2017,-0.5
0.95,393,616,2281,2017-05-09T00:00:00Z,Encounter Deep,Limestone,100,95,2017,-0.5
0.96,393,617,2282,2018-02-08T00:00:00Z,Encounter Deep,Limestone,100,96,2018,0.5
0.99,393,617,2283,2018-02-08T00:00:00Z,Encounter Deep,Limestone,100,99,2018,0.5
0.98,393,617,2284,2018-02-08T00:00:00Z,Encounter Deep,Limestone,100,98,2018,0.5
0.99,393,617,2285,2018-02-08T00:00:00Z,Encounter Deep,Limestone,100,99,2018,0.5
0.88,394,618,2286,2017-06-13T00:00:00Z,Port Elliot Deep,Granite,100,88,2017,-0.5
0.85,394,618,2287,2017-06-13T00:00:00Z,Port Elliot Deep,Granite,100,85,2017,-0.5
0.8947368421052632,394,618,2288,2017-06-13T00:00:00Z,Port Elliot Deep,Granite,95,85,2017,-0.5
0.88,394,618,2289,2017-06-13T00:00:00Z,Port Elliot Deep,Granite,100,88,2017,-0.5
0.97,394,619,2290,2018-04-10T00:00:00Z,Port Elliot Deep,Granite,100,97,2018,0.5
0.92,394,619,2291,2018-04-10T00:00:00Z,Port Elliot Deep,Granite,100,92,2018,0.5
0.91,394,619,2292,2018-04-10T00:00:00Z,Port Elliot Deep,Granite,100,91,2018,0.5
0.95,394,619,2293,2018-04-10T00:00:00Z,Port Elliot Deep,Granite,100,95,2018,0.5
0.91,395,620,2294,2017-06-13T00:00:00Z,Basham's Beach,Limestone,100,91,2017,-0.5
0.89,395,620,2295,2017-06-13T00:00:00Z,Basham's Beach,Limestone,100,89,2017,-0.5
0.9,395,620,2296,2017-06-13T00:00:00Z,Basham's Beach,Limestone,100,90,2017,-0.5
0.98,395,620,2297,2017-06-13T00:00:00Z,Basham's Beach,Limestone,100,98,2017,-0.5
0.85,395,621,2298,2018-04-10T00:00:00Z,Basham's Beach,Limestone,100,85,2018,0.5
0.83,395,621,2299,2018-04-10T00:00:00Z,Basham's Beach,Limestone,100,83,2018,0.5
0.97,395,621,2300,2018-04-10T00:00:00Z,Basham's Beach,Limestone,100,97,2018,0.5
0.77,395,621,2301,2018-04-10T00:00:00Z,Basham's Beach,Limestone,100,77,2018,0.5
