FAMILY,GENUS,SPECIES,CODE,Min length,Max length 
Veneridae,Paphia,crassisulca,23380031,NA,NA
Veneridae,Dosinia,conglobata,23380032,NA,NA
Veneridae,Dosinia,circularis,23380033,NA,NA
Veneridae,Ruditapes,largillierti,23380019,NA,NA
Psammobiidae,Gari,pallida,23357004,NA,NA
Psammobiidae,Gari,pulcherrima,23357017,NA,NA
Semelidae,Thyellisca,hargravesi,23356028,NA,NA
Semelidae,Ervilia,bisculpta,23356029,NA,NA
Semelidae,Rochefortina,sandwichensis,23356030,NA,NA
Semelidae,Abra,NA,23356901,NA,NA
Semelidae,Leptomya,NA,23356902,NA,NA
Semelidae,Semele,NA,23356903,NA,NA
Semelidae,Theora,NA,23356904,NA,NA
Semelidae,Ervilia,NA,23356905,NA,NA
Semelidae,Rochefortina,NA,23356906,NA,NA
Psammobiidae,NA,NA,23357e3,NA,NA
Psammobiidae,Hiatula,biradiata,23357001,NA,NA
Semelidae,Leptomya,retiaria,23356026,NA,NA
Psammobiidae,Gari,anomala,23357003,NA,NA
Semelidae,Abra,profundorum,23356025,NA,NA
Psammobiidae,Gari,rasilis,23357005,NA,NA
Psammobiidae,Gari,occidens,23357006,NA,NA
Psammobiidae,Gari,kenyoniana,23357007,NA,NA
Psammobiidae,Gari,livida,23357008,NA,NA
Psammobiidae,Gari,truncata,23357009,NA,NA
Psammobiidae,Gari,lessoni,23357010,NA,NA
Psammobiidae,Gari,modesta,23357011,NA,NA
Psammobiidae,Gari,amethystus,23357012,NA,NA
Psammobiidae,Gari,oriens,23357013,NA,NA
Psammobiidae,Gari,gracilenta,23357014,NA,NA
Psammobiidae,Gari,squamosa,23357015,NA,NA
Trapezidae,Neotrapezium,NA,23365905,NA,NA
Psammobiidae,Gari,maculosa,23357002,NA,NA
Semelidae,Semele,jucunda,23356012,NA,NA
Lucinidae,Lucinoma,euclia,23305061,NA,NA
Tellinidae,Loxoglypta,NA,23355937,NA,NA
Semelidae,NA,NA,23356e3,NA,NA
Semelidae,Theora,lata,23356001,NA,NA
Semelidae,Semele,exarata,23356002,NA,NA
Semelidae,Semele,amabilis,23356003,NA,NA
Semelidae,Abra,infans,23356004,NA,NA
Semelidae,Semele,lamellosa,23356005,NA,NA
Semelidae,Semele,casta,23356006,NA,NA
Semelidae,Semele,duplicata,23356007,NA,NA
Semelidae,Semele,crenulata,23356008,NA,NA
Semelidae,Semele,carnicolor,23356009,NA,NA
Semelidae,Leptomyaria,etesiaca,23356027,NA,NA
Semelidae,Semele,hedlandi,23356011,NA,NA
Psammobiidae,Gari,inflata,23357018,NA,NA
Semelidae,Semele,ada,23356013,NA,NA
Semelidae,Abra,isosceles,23356014,NA,NA
Semelidae,Abra,regularis,23356015,NA,NA
Semelidae,Abra,exigua,23356016,NA,NA
Semelidae,Abra,truncata,23356017,NA,NA
Semelidae,Leptomya,pura,23356018,NA,NA
Semelidae,Leptomya,psittacus,23356019,NA,NA
Semelidae,Leptomya,trigonalis,23356020,NA,NA
Semelidae,Theora,nasuta,23356021,NA,NA
Semelidae,Abra,sibogai,23356022,NA,NA
Semelidae,Theora,lubrica,23356023,NA,NA
Semelidae,Semele,vestalis,23356024,NA,NA
Semelidae,Semele,australis,23356010,NA,NA
Donacidae,Donax,veruinus,23359007,NA,NA
Psammobiidae,Gari,pennata,23357016,NA,NA
Solecurtidae,Solecurtus,quaeritus,23358006,NA,NA
Solecurtidae,Azorinus,abbreviatus,23358007,NA,NA
Solecurtidae,Solecurtus,rhombus,23358008,NA,NA
Solecurtidae,Solecurtus,leone,23358009,NA,NA
Solecurtidae,Azorinus,NA,23358901,NA,NA
Solecurtidae,Solecurtus,NA,23358902,NA,NA
Donacidae,NA,NA,23359e3,NA,NA
Donacidae,Donax,deltoides,23359001,NA,NA
Donacidae,Donax,cuneatus,23359002,NA,NA
Donacidae,Donax,faba,23359003,NA,NA
Donacidae,Donax,columbella,23359004,NA,NA
Solecurtidae,Solecurtus,subcandidus,23358004,NA,NA
Donacidae,Donax,brazieri,23359006,NA,NA
Solecurtidae,Solecurtus,philippinarum,23358003,NA,NA
Donacidae,Donax,francisensis,23359008,NA,NA
Donacidae,Donax,NA,23359901,NA,NA
Trapezidae,NA,NA,23365e3,NA,NA
Trapezidae,Trapezium,bicarinatum,23365001,NA,NA
Trapezidae,Trapezium,gilvum,23365002,NA,NA
Trapezidae,Glossocardia,obesa,23365003,NA,NA
Trapezidae,Neotrapezium,sublaevigatum,23365004,NA,NA
Trapezidae,Coralliophaga,coralliophaga,23365005,NA,NA
Trapezidae,Fluviolanatus,subtortus,23365006,NA,NA
Trapezidae,Trapezium,oblongum,23365007,NA,NA
Trapezidae,Coralliophaga,NA,23365901,NA,NA
Trapezidae,Fluviolanatus,NA,23365902,NA,NA
Donacidae,Donax,electilis,23359005,NA,NA
Psammobiidae,Gari,lineolata,23357033,NA,NA
Psammobiidae,Gari,elongata,23357019,NA,NA
Psammobiidae,Gari,crassula,23357020,NA,NA
Psammobiidae,Gari,togata,23357021,NA,NA
Psammobiidae,Asaphis,violascens,23357022,NA,NA
Psammobiidae,Heteroglypta,contraria,23357023,NA,NA
Psammobiidae,Hiatula,alba,23357024,NA,NA
Psammobiidae,Hiatula,connectens,23357025,NA,NA
Psammobiidae,Hiatula,burnupi,23357026,NA,NA
Psammobiidae,Hiatula,petalina,23357027,NA,NA
Psammobiidae,Hiatula,tumens,23357028,NA,NA
Psammobiidae,Gari,sibogai,23357029,NA,NA
Psammobiidae,Gari,pusilla,23357030,NA,NA
Solecurtidae,Solecurtus,philippinarum,23358005,NA,NA
Psammobiidae,Gari,eos,23357032,NA,NA
Veneridae,Tawera,australiana,23380064,NA,NA
Psammobiidae,Gari,simplex,23357034,NA,NA
Psammobiidae,Gari,stangeri,23357035,NA,NA
Psammobiidae,Hiatula,nitida,23357036,NA,NA
Psammobiidae,Hiatula,siliquens,23357037,NA,NA
Psammobiidae,Gari,galatheae,23357038,NA,NA
Psammobiidae,Asaphis,NA,23357901,NA,NA
Psammobiidae,Gari,NA,23357902,NA,NA
Psammobiidae,Heteroglypta,NA,23357903,NA,NA
Psammobiidae,Hiatula,NA,23357904,NA,NA
Solecurtidae,NA,NA,23358e3,NA,NA
Solecurtidae,Azorinus,minutus,23358001,NA,NA
Solecurtidae,Solecurtus,sulcatus,23358002,NA,NA
Psammobiidae,Gari,convexa,23357031,NA,NA
Veneridae,Gomphinella,NA,23380915,NA,NA
Veneridae,Timoclea,NA,23380928,NA,NA
Veneridae,Katelysia,NA,23380902,NA,NA
Veneridae,Meretrix,NA,23380903,NA,NA
Veneridae,Antigona,NA,23380904,NA,NA
Veneridae,Anomalodiscus,NA,23380905,NA,NA
Veneridae,Bassina,NA,23380906,NA,NA
Veneridae,Callista,NA,23380907,NA,NA
Veneridae,Callocardia,NA,23380908,NA,NA
Veneridae,Circe,NA,23380909,NA,NA
Veneridae,Circomphalus,NA,23380910,NA,NA
Veneridae,Clementia,NA,23380911,NA,NA
Veneridae,Eumarcia,NA,23380912,NA,NA
Veneridae,Notopaphia,elegans,23380209,NA,NA
Veneridae,Globivenus,NA,23380914,NA,NA
Veneridae,Irus,reflexus,23380208,NA,NA
Veneridae,Gouldiopa,NA,23380916,NA,NA
Veneridae,Granicorium,NA,23380917,NA,NA
Veneridae,Irus,NA,23380918,NA,NA
Veneridae,Lioconcha,NA,23380919,NA,NA
Veneridae,Marcia,NA,23380920,NA,NA
Veneridae,Paphia,NA,23380921,NA,NA
Veneridae,Pitar,NA,23380922,NA,NA
Veneridae,Placamen,NA,23380923,NA,NA
Veneridae,Samarangia,NA,23380924,NA,NA
Veneridae,Sunetta,NA,23380925,NA,NA
Veneridae,Tapes,NA,23380926,NA,NA
Veneridae,Antigona,gladstonensis,23380180,NA,NA
Veneridae,Gafrarium,NA,23380913,NA,NA
Veneridae,Dosinia,greyi,23380195,NA,NA
Veneridae,Tawera,lagopus,23380062,NA,NA
Veneridae,Placamen,foliaceum,23380182,NA,NA
Veneridae,Timoclea,costellifera,23380183,NA,NA
Veneridae,Tawera,phenax,23380184,NA,NA
Veneridae,Tawera,sphaericula,23380185,NA,NA
Veneridae,Austrovenus,stutchburyi,23380186,NA,NA
Veneridae,Leukoma,crassicosta,23380187,NA,NA
Veneridae,Granicorium,citrinum,23380188,NA,NA
Veneridae,Dorisca,jucunda,23380189,NA,NA
Veneridae,Pitar,phoenicopterus,23380190,NA,NA
Veneridae,Notocallista,festiva,23380191,NA,NA
Veneridae,Notocallista,multistriata,23380192,NA,NA
Veneridae,Dosinia,NA,23380901,NA,NA
Veneridae,Dosinia,caelata,23380194,NA,NA
Veneridae,Venerupis,NA,23380929,NA,NA
Veneridae,Dosinia,herbariorum,23380196,NA,NA
Veneridae,Dosinia,lambata,23380197,NA,NA
Veneridae,Dosinia,lamyi,23380198,NA,NA
Veneridae,Dosinia,maoriana,23380199,NA,NA
Veneridae,Dosinia,stabilis,23380200,NA,NA
Veneridae,Dosinia,subrosea,23380201,NA,NA
Veneridae,Pelecyora,insularum,23380202,NA,NA
Veneridae,Kyrina,texta,23380203,NA,NA
Veneridae,Paphia,polita,23380204,NA,NA
Veneridae,Gomphinella,maorum,23380205,NA,NA
Veneridae,Venerupis,glandina,23380206,NA,NA
Veneridae,Venerupis,rugosa,23380207,NA,NA
Veneridae,Dosinia,anus,23380193,NA,NA
Corbulidae,Corbula,moretonensis,23387006,NA,NA
Veneridae,Tawera,NA,23380927,NA,NA
Myidae,Cryptomya,elliptica,23386001,NA,NA
Myidae,Tugonia,inopinata,23386002,NA,NA
Myidae,Cryptomya,blackburnae,23386003,NA,NA
Myidae,Sphenia,perversa,23386004,NA,NA
Myidae,Cryptomya,NA,23386901,NA,NA
Myidae,Tugonia,NA,23386902,NA,NA
Myidae,Sphenia,NA,23386903,NA,NA
Corbulidae,NA,NA,23387e3,NA,NA
Corbulidae,Corbula,hydropica,23387001,NA,NA
Corbulidae,Notocorbula,stolata,23387002,NA,NA
Corbulidae,Corbula,gibba,23387003,NA,NA
Glauconomidae,Glauconome,NA,23382901,NA,NA
Corbulidae,Corbula,solidula,23387005,NA,NA
Glauconomidae,Glauconome,psammotella,23382004,NA,NA
Corbulidae,Corbula,taitensis,23387007,NA,NA
Corbulidae,Corbula,tunicata,23387008,NA,NA
Corbulidae,Corbula,fortisulcata,23387009,NA,NA
Corbulidae,Corbula,smithiana,23387010,NA,NA
Corbulidae,Corbula,monilis,23387011,NA,NA
Corbulidae,Corbula,stephensoni,23387012,NA,NA
Corbulidae,Corbula,coxi,23387013,NA,NA
Corbulidae,Corbula,ovalina,23387014,NA,NA
Corbulidae,Corbula,zelandica,23387015,NA,NA
Corbulidae,Corbula,rotalis,23387016,NA,NA
Corbulidae,Lentidium,origolacus,23387017,NA,NA
Tellinidae,Scissulina,NA,23355935,NA,NA
Corbulidae,Corbula,macgillivrayi,23387004,NA,NA
Veneridae,Notopaphia,NA,23380944,NA,NA
Veneridae,Dosina,NA,23380930,NA,NA
Veneridae,Chioneryx,NA,23380931,NA,NA
Veneridae,Austrovenus,NA,23380932,NA,NA
Veneridae,Leukoma,NA,23380933,NA,NA
Veneridae,Dorisca,NA,23380934,NA,NA
Veneridae,Redicirce,NA,23380935,NA,NA
Veneridae,Aphrodora,NA,23380936,NA,NA
Veneridae,Costellipitar,NA,23380937,NA,NA
Veneridae,Hyphantosoma,NA,23380938,NA,NA
Veneridae,Notocallista,NA,23380939,NA,NA
Veneridae,Costacallista,NA,23380940,NA,NA
Veneridae,Pelecyora,NA,23380941,NA,NA
Myidae,NA,NA,23386e3,NA,NA
Veneridae,Protapes,NA,23380943,NA,NA
Veneridae,Dosina,mactracea,23380179,NA,NA
Veneridae,Ruditapes,NA,23380945,NA,NA
Petricolidae,NA,NA,23381e3,NA,NA
Petricolidae,Petricola,lapicida,23381001,NA,NA
Petricolidae,Petricola,rubiginosa,23381002,NA,NA
Petricolidae,Petricola,fabagella,23381003,NA,NA
Petricolidae,Mysia,pellucida,23381004,NA,NA
Petricolidae,Petricola,NA,23381901,NA,NA
Petricolidae,Mysia,NA,23381902,NA,NA
Glauconomidae,NA,NA,23382e3,NA,NA
Glauconomidae,Glauconome,radiata,23382001,NA,NA
Glauconomidae,Glauconome,rugosa,23382002,NA,NA
Glauconomidae,Glauconome,jayana,23382003,NA,NA
Veneridae,Kyrina,NA,23380942,NA,NA
Veneridae,Lioconcha,castrensis,23380108,NA,NA
Veneridae,Dosinia,queenslandica,23380121,NA,NA
Veneridae,Hyphantosoma,nancyae,23380095,NA,NA
Veneridae,Pelecyora,bullata,23380096,NA,NA
Veneridae,Pitar,regularis,23380097,NA,NA
Veneridae,Costellipitar,inconstans,23380098,NA,NA
Veneridae,Pitar,coxeni,23380099,NA,NA
Veneridae,Pitar,sophiae,23380100,NA,NA
Veneridae,Pitar,sulfureus,23380101,NA,NA
Veneridae,Costacallista,phasianella,23380102,NA,NA
Veneridae,Callista,roseotincta,23380103,NA,NA
Veneridae,Costacallista,spuma,23380104,NA,NA
Veneridae,Notocallista,impar,23380105,NA,NA
Veneridae,Pitar,lineolatus,23380093,NA,NA
Veneridae,Callocardia,guttata,23380107,NA,NA
Veneridae,Aphrodora,nipponica,23380092,NA,NA
Veneridae,Lioconcha,annettae,23380109,NA,NA
Veneridae,Lioconcha,fastigiata,23380110,NA,NA
Veneridae,Samarangia,quadrangularis,23380111,NA,NA
Veneridae,Granicorium,indutum,23380112,NA,NA
Veneridae,Dosinia,amphidesmoides,23380113,NA,NA
Veneridae,Dosinia,histrio,23380114,NA,NA
Veneridae,Dosinia,kaspiewi,23380115,NA,NA
Veneridae,Dosinia,extranea,23380116,NA,NA
Veneridae,Dosinia,cunninghami,23380117,NA,NA
Veneridae,Dosinia,sculpta,23380118,NA,NA
Veneridae,Dosinia,tenella,23380119,NA,NA
Veneridae,Circomphalus,yatei,23380181,NA,NA
Veneridae,Notocallista,disrupta,23380106,NA,NA
Veneridae,Gafrarium,catillum,23380079,NA,NA
Veneridae,Tawera,laticostata,23380065,NA,NA
Veneridae,Tawera,coelata,23380066,NA,NA
Veneridae,Tawera,mawsoni,23380067,NA,NA
Veneridae,Circe,tumefacta,23380068,NA,NA
Veneridae,Dorisca,amica,23380069,NA,NA
Veneridae,Gafrarium,numulinum,23380070,NA,NA
Veneridae,Circe,mistura,23380071,NA,NA
Veneridae,Circe,consola,23380072,NA,NA
Veneridae,Gafrarium,tumidum,23380073,NA,NA
Veneridae,Gafrarium,dispar,23380074,NA,NA
Veneridae,Gafrarium,aequivocum,23380075,NA,NA
Veneridae,Gafrarium,divaricatum,23380076,NA,NA
Veneridae,Hyphantosoma,limatulum,23380094,NA,NA
Veneridae,Gafrarium,australe,23380078,NA,NA
Veneridae,Dosinia,tumida,23380122,NA,NA
Veneridae,Sunetta,subquadrata,23380080,NA,NA
Veneridae,Sunetta,sunettina,23380081,NA,NA
Veneridae,Sunetta,vaginalis,23380082,NA,NA
Veneridae,Sunetta,adelinae,23380083,NA,NA
Veneridae,Pitar,proro,23380084,NA,NA
Veneridae,Pitar,inflatus,23380085,NA,NA
Veneridae,Pitar,potteri,23380086,NA,NA
Veneridae,Pitar,pellucidus,23380087,NA,NA
Veneridae,Pitar,trevori,23380088,NA,NA
Veneridae,Pitar,subpellucidus,23380089,NA,NA
Veneridae,Pitar,laetus,23380090,NA,NA
Veneridae,Aphrodora,yerburyi,23380091,NA,NA
Veneridae,Gafrarium,pectinatum,23380077,NA,NA
Veneridae,Pitar,osmunda,23380166,NA,NA
Veneridae,Dosinia,incisa,23380120,NA,NA
Veneridae,Irus,interstriatus,23380153,NA,NA
Veneridae,Venerupis,planicosta,23380154,NA,NA
Veneridae,Venerupis,obesa,23380155,NA,NA
Veneridae,Venerupis,galactites,23380156,NA,NA
Veneridae,Gouldiopa,australis,23380157,NA,NA
Veneridae,Gouldia,francisensis,23380158,NA,NA
Veneridae,Placamen,chloroticum,23380159,NA,NA
Veneridae,Timoclea,infans,23380160,NA,NA
Veneridae,Timoclea,lionata,23380161,NA,NA
Veneridae,Timoclea,levukensis,23380162,NA,NA
Veneridae,Hyphantosoma,intricatum,23380163,NA,NA
Veneridae,Paphia,inflata,23380151,NA,NA
Veneridae,Pitar,curnowae,23380165,NA,NA
Veneridae,Marcia,japonica,23380150,NA,NA
Veneridae,Pitar,queenslandica,23380167,NA,NA
Veneridae,Aphrodora,NA,23380168,NA,NA
Veneridae,Pitar,thornleyae,23380169,NA,NA
Veneridae,Dosinia,lochi,23380170,NA,NA
Veneridae,Dosinia,carpentariana,23380171,NA,NA
Veneridae,Lioconcha,macaulayi,23380172,NA,NA
Veneridae,Lioconcha,berthaulti,23380173,NA,NA
Veneridae,Lioconcha,philippinarum,23380174,NA,NA
Veneridae,Lioconcha,richerdeforgesi,23380175,NA,NA
Veneridae,Dosinia,euclia,23380176,NA,NA
Veneridae,Irus,exoticus,23380177,NA,NA
Veneridae,Kyrina,rubiginosa,23380178,NA,NA
Veneridae,Hyphantosoma,caperi,23380164,NA,NA
Veneridae,Tapes,deshayesii,23380137,NA,NA
Veneridae,Dosinia,nedigna,23380123,NA,NA
Veneridae,Dosinia,diana,23380124,NA,NA
Veneridae,Dosinia,lucinalis,23380125,NA,NA
Veneridae,Dosinia,scalaris,23380126,NA,NA
Veneridae,Dosinia,deshayesii,23380127,NA,NA
Veneridae,Dosinia,contusa,23380128,NA,NA
Veneridae,Dosinia,levissima,23380129,NA,NA
Veneridae,Dosinia,areolata,23380130,NA,NA
Veneridae,Dosinia,crocea,23380131,NA,NA
Veneridae,Dosinia,circinaria,23380132,NA,NA
Veneridae,Dosinia,grata,23380133,NA,NA
Veneridae,Clementia,papyracea,23380134,NA,NA
Veneridae,Protapes,roemeri,23380152,NA,NA
Veneridae,Tapes,conspersus,23380136,NA,NA
Corbulidae,Corbula,NA,23387901,NA,NA
Veneridae,Tapes,sericeus,23380138,NA,NA
Veneridae,Tapes,sulcarius,23380139,NA,NA
Veneridae,Tapes,belcheri,23380140,NA,NA
Veneridae,Tapes,araneosus,23380141,NA,NA
Veneridae,Venerupis,aspera,23380142,NA,NA
Veneridae,Gomphinella,undulosa,23380143,NA,NA
Veneridae,Gomphina,fulgida,23380144,NA,NA
Veneridae,Gomphinella,queenslandica,23380145,NA,NA
Veneridae,Irus,cumingii,23380146,NA,NA
Veneridae,Irus,crenatus,23380147,NA,NA
Veneridae,Irus,irus,23380148,NA,NA
Veneridae,Marcia,hiantina,23380149,NA,NA
Veneridae,Tapes,literatus,23380135,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,orukta,23118021,NA,NA
Chitonidae: Chitoninae,Chiton,glaucus,23118008,NA,NA
Chitonidae: Chitoninae,Mucrosquama,carnosa,23118009,NA,NA
Chitonidae: Chitoninae,Mucrosquama,particolor,23118010,NA,NA
Chitonidae: Chitoninae,Mucrosquama,verconis,23118011,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,bednalli,23118012,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,calliozona,23118013,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,coryphea,23118014,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,coxi,23118015,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,diaphora,23118016,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,exoptanda,23118017,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,funerea,23118018,NA,NA
Mytilidae,Modiolus,auriculatus,23220031,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,kimberi,23118020,NA,NA
Chitonidae: Acanthopleurinae,Liolophura,hirtosa,23118005,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,pulcherrima,23118022,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,torriana,23118023,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,translucens,23118024,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,tricostalis,23118025,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,vaulusensis,23118026,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,venusta,23118027,NA,NA
Chitonidae: Chitoninae,Sypharochiton,pelliserpentis,23118028,NA,NA
Chitonidae: Chitoninae,Tegulaplax,hululensis,23118029,NA,NA
Chitonidae: Toniciinae,Onithochiton,quercinus,23118030,NA,NA
Chitonidae: Toniciinae,Onithochiton,lyelli,23118031,NA,NA
Chitonidae: Toniciinae,Lucilina,fortilirata,23118032,NA,NA
Chitonidae: Toniciinae,Lucilina,lamellosa,23118033,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,jugosa,23118019,NA,NA
Mopaliidae,Plaxiphora,caelata,23117009,NA,NA
Loricidae,Schizochiton,incisus,23116004,NA,NA
Loricidae,Lorica,haurakiensis,23116005,NA,NA
Loricidae,Lorica,NA,23116901,NA,NA
Loricidae,Loricella,NA,23116902,NA,NA
Loricidae,Schizochiton,NA,23116903,NA,NA
Mopaliidae,NA,NA,23117e3,NA,NA
Mopaliidae,Plaxiphora,matthewsi,23117001,NA,NA
Mopaliidae,Plaxiphora,albida,23117002,NA,NA
Mopaliidae,Plaxiphora,aurata,23117003,NA,NA
Mopaliidae,Plaxiphora,obscurella,23117004,NA,NA
Mopaliidae,Nuttallochiton,mirandus,23117005,NA,NA
Mopaliidae,Plaxiphora,australis,23117006,NA,NA
Chitonidae: Acanthopleurinae,Acanthopleura,spinosa,23118007,NA,NA
Mopaliidae,Plaxiphora,boydeni,23117008,NA,NA
Chitonidae: Acanthopleurinae,Squamopleura,miles,23118006,NA,NA
Mopaliidae,Plaxiphora,murdochi,23117010,NA,NA
Mopaliidae,Plaxiphora,obtecta,23117011,NA,NA
Mopaliidae,Plaxiphora,egregia,23117012,NA,NA
Mopaliidae,Plaxiphora,NA,23117901,NA,NA
Mopaliidae,Placiphorella,NA,23117902,NA,NA
Mopaliidae,Nuttallochiton,NA,23117903,NA,NA
"Chitonidae: Chitoninae, Acanthopleurinae, Toniciinae",NA,NA,23118e3,NA,NA
Chitonidae: Acanthopleurinae,Liolophura,arenosa,23118001,NA,NA
Chitonidae: Acanthopleurinae,Squamopleura,curtisiana,23118002,NA,NA
Chitonidae: Acanthopleurinae,Liolophura,gaimardi,23118003,NA,NA
Chitonidae: Acanthopleurinae,Acanthopleura,gemmata,23118004,NA,NA
Chitonidae: Chitoninae,Sypharochiton,sinclairi,23118036,NA,NA
Mopaliidae,Plaxiphora,biramosa,23117007,NA,NA
Acanthochitonidae,Bassethullia,glypta,23120014,NA,NA
Chitonidae: Chitoninae,Sypharochiton,thermeropsis,23118034,NA,NA
Acanthochitonidae,Acanthochitona,approximans,23120001,NA,NA
Acanthochitonidae,Acanthochitona,bednalli,23120002,NA,NA
Acanthochitonidae,Acanthochitona,complanata,23120003,NA,NA
Acanthochitonidae,Acanthochitona,coxi,23120004,NA,NA
Acanthochitonidae,Acanthochitona,gatliffi,23120005,NA,NA
Acanthochitonidae,Acanthochitona,granostriata,23120006,NA,NA
Acanthochitonidae,Acanthochitona,kimberi,23120007,NA,NA
Acanthochitonidae,Acanthochitona,pelicanensis,23120008,NA,NA
Acanthochitonidae,Acanthochitona,pilsbryi,23120009,NA,NA
Acanthochitonidae,Acanthochitona,retrojecta,23120010,NA,NA
Acanthochitonidae,Acanthochitona,saundersi,23120011,NA,NA
Schizochitonidae,Schizochiton,NA,23119901,NA,NA
Acanthochitonidae,Acanthochitona,sueurii,23120013,NA,NA
Schizochitonidae,Schizochiton,incisus,23119001,NA,NA
Acanthochitonidae,Bassethullia,matthewsi,23120015,NA,NA
Acanthochitonidae,Bassethullia,porcina,23120016,NA,NA
Acanthochitonidae,Craspedochiton,laqueatus,23120017,NA,NA
Acanthochitonidae,Leptoplax,verconis,23120018,NA,NA
Acanthochitonidae,Leptoplax,wilsoni,23120019,NA,NA
Acanthochitonidae,Notoplax,addenda,23120020,NA,NA
Acanthochitonidae,Notoplax,costata,23120021,NA,NA
Acanthochitonidae,Notoplax,glauerti,23120022,NA,NA
Acanthochitonidae,Notoplax,lancemilnei,23120023,NA,NA
Acanthochitonidae,Notoplax,speciosa,23120024,NA,NA
Acanthochitonidae,Craspedoplax,variabilis,23120025,NA,NA
Acanthochitonidae,Acanthochitona,macrocystialis,23120026,NA,NA
Acanthochitonidae,Acanthochitona,shirleyi,23120012,NA,NA
Chitonidae: Chitoninae,Chiton,NA,23118902,NA,NA
Loricidae,Lorica,volvox,23116001,NA,NA
Chitonidae: Chitoninae,Sypharochiton,torri,23118037,NA,NA
Chitonidae: Toniciinae,Onithochiton,neglectus,23118038,NA,NA
Chitonidae: Toniciinae,Onithochiton,neglectus,23118039,NA,NA
Chitonidae: Toniciinae,Onithochiton,oliveri,23118040,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,aerea,23118041,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,canaliculata,23118042,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,stangeri,23118043,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,exasperata,23118044,NA,NA
Chitonidae: Toniciinae,Lucilina,dilecta,23118045,NA,NA
Chitonidae: Toniciinae,Lucilina,dupuisi,23118046,NA,NA
Chitonidae: Toniciinae,Lucilina,hulliana,23118047,NA,NA
Acanthochitonidae,NA,NA,2312e4,NA,NA
Chitonidae: Acanthopleurinae,Acanthopleura,NA,23118901,NA,NA
Chitonidae: Chitoninae,Sypharochiton,aorangi,23118035,NA,NA
Chitonidae: Chitoninae,Mucrosquama,NA,23118903,NA,NA
Chitonidae: Toniciinae,Onithochiton,NA,23118904,NA,NA
Chitonidae: Chitoninae,Rhyssoplax,NA,23118905,NA,NA
Chitonidae: Chitoninae,Sypharochiton,NA,23118906,NA,NA
Chitonidae: Chitoninae,Tegulaplax,NA,23118907,NA,NA
Chitonidae: Toniciinae,Lucilina,NA,23118908,NA,NA
Chitonidae: Acanthopleurinae,Liolophura,NA,23118909,NA,NA
Chitonidae: Acanthopleurinae,Squamopleura,NA,23118910,NA,NA
Chitonidae: Chitoninae,NA,NA,23118911,NA,NA
Chitonidae: Acanthopleurinae,NA,NA,23118912,NA,NA
Chitonidae: Toniciinae,NA,NA,23118913,NA,NA
Schizochitonidae,NA,NA,23119e3,NA,NA
Chitonidae: Toniciinae,Lucilina,tilbrooki,23118048,NA,NA
Ischnochitonidae,Ischnochiton,arbutum,23115018,NA,NA
Ischnochitonidae,Ischnochiton,elongatus,23115031,NA,NA
Callistoplacidae,Callistochiton,generos,23115005,NA,NA
Callistoplacidae,Callistochiton,granifer,23115006,NA,NA
Callistoplacidae,Callistochiton,mawlei,23115007,NA,NA
Callistoplacidae,Callistochiton,occidus,23115008,NA,NA
Callochitonidae,Callochiton,crocinus,23115009,NA,NA
Callochitonidae,Callochiton,elongatus,23115010,NA,NA
Callochitonidae,Callochiton,klemi,23115011,NA,NA
Callochitonidae,Callochiton,mayi,23115012,NA,NA
Callochitonidae,Callochiton,rufus,23115013,NA,NA
Callochitonidae,Callochiton,steinenii,23115014,NA,NA
Callochitonidae,Eudoxochiton,inornatus,23115015,NA,NA
Callistoplacidae,Callistochiton,broomensis,23115003,NA,NA
Ischnochitonidae,Ischnochiton,adelaidensis,23115017,NA,NA
Callistoplacidae,Callistochiton,augustensis,23115002,NA,NA
Ischnochitonidae,Ischnochiton,broomensis,23115019,NA,NA
Ischnochitonidae,Ischnochiton,lentiginosus,23115020,NA,NA
Ischnochitonidae,Ischnochiton,smaragdinus,23115021,NA,NA
Ischnochitonidae,Ischnochiton,thomasi,23115022,NA,NA
Ischnochitonidae,Ischnochiton,cariosus,23115023,NA,NA
Ischnochitonidae,Ischnochiton,fructicosus,23115024,NA,NA
Ischnochitonidae,Ischnochiton,subviridis,23115025,NA,NA
