FAMILY,GENUS,SPECIES,CODE,Min length,Max length 
Ischnochitonidae,Ischnochiton,albinus,23115026,NA,NA
Ischnochitonidae,Ischnochiton,carinulatus,23115027,NA,NA
Ischnochitonidae,Ischnochiton,contractus,23115028,NA,NA
Ischnochitonidae,Ischnochiton,crebristriatus,23115029,NA,NA
Loricidae,Loricella,profundior,23116003,NA,NA
vacant,Nuttallochiton,mirandus,23115016,NA,NA
Hanleyidae,Hemiarthrum,NA,23102901,NA,NA
Leptochitonidae,Parachiton,litoreus,23101014,NA,NA
Leptochitonidae,Parachiton,puppis,23101015,NA,NA
Leptochitonidae,Leptochiton,deecresswellae,23101016,NA,NA
Leptochitonidae,Leptochiton,finlayi,23101017,NA,NA
Leptochitonidae,Leptochiton,inquinatus,23101018,NA,NA
Leptochitonidae,Leptochiton,otagoensis,23101019,NA,NA
Leptochitonidae,Leptochiton,subantarcticus,23101020,NA,NA
Leptochitonidae,Parachiton,mestayerae,23101021,NA,NA
Leptochitonidae,Parachiton,textilis,23101022,NA,NA
Leptochitonidae,Leptochiton,alveolus,23101023,NA,NA
Leptochitonidae,Leptochiton,NA,23101901,NA,NA
Leptochitonidae,Parachiton,NA,23101902,NA,NA
Callistoplacidae,Callistochiton,clenchi,23115004,NA,NA
Hanleyidae,Hemiarthrum,setulosum,23102001,NA,NA
Ischnochitonidae,Ischnochiton,examinandus,23115032,NA,NA
Abyssochitonidae,NA,NA,23103e3,NA,NA
Abyssochitonidae,Ferreiraella,xylophaga,23103001,NA,NA
Abyssochitonidae,Ferreiraella,xylophaga,23103002,NA,NA
Abyssochitonidae,Ferreiraella,NA,23103901,NA,NA
Choriplacidae,NA,NA,2311e4,NA,NA
Choriplacidae,Choriplax,grayi,23110001,NA,NA
Choriplacidae,Choriplax,NA,23110901,NA,NA
Lepidochitonidae,NA,NA,23114e3,NA,NA
Lepidochitonidae,Particulazona,milnei,23114001,NA,NA
Lepidochitonidae,Particulazona,NA,23114901,NA,NA
"Ischnochitonidae, Callochitonidae, Callistoplacidae, Chaetopleuridae",NA,NA,23115e3,NA,NA
Callistoplacidae,Callistochiton,antiquus,23115001,NA,NA
Hanleyidae,NA,NA,23102e3,NA,NA
Chaetopleuridae,NA,NA,23115905,NA,NA
Ischnochitonidae,Ischnochiton,distigmatus,23115030,NA,NA
Ischnochitonidae,Ischnochiton,granulifer,23115063,NA,NA
Callochitonidae,Callochiton,empleurus,23115064,NA,NA
Callochitonidae,Callochiton,kapitiensis,23115065,NA,NA
Callochitonidae,Callochiton,mortenseni,23115066,NA,NA
Callochitonidae,Callochiton,oligosulcatus,23115067,NA,NA
Callochitonidae,Callochiton,perscrutandus,23115068,NA,NA
Callochitonidae,Callochiton,sulculatus,23115069,NA,NA
Callochitonidae,Eudoxochiton,nobilis,23115070,NA,NA
Ischnochitonidae,Lepidozona,beui,23115071,NA,NA
Ischnochitonidae,NA,NA,23115901,NA,NA
Callochitonidae,NA,NA,23115902,NA,NA
Ischnochitonidae,Ischnochiton,maorianus,23115061,NA,NA
"Ischnochitonidae, Callochitonidae, Callistoplacidae, Chaetopleuridae",NA,NA,23115904,NA,NA
Ischnochitonidae,Ischnochiton,circumvallatus,23115060,NA,NA
Callistoplacidae,Callistochiton,NA,23115906,NA,NA
Callochitonidae,Callochiton,NA,23115907,NA,NA
Callochitonidae,Eudoxochiton,NA,23115908,NA,NA
Ischnochitonidae,Ischnochiton,NA,23115909,NA,NA
Ischnochitonidae,Lepidozona,NA,23115910,NA,NA
Chaetopleuridae,Nuttallochiton,NA,23115911,NA,NA
Chaetopleuridae,Particulazona,NA,23115912,NA,NA
Ischnochitonidae,Stenochiton,NA,23115913,NA,NA
Ischnochitonidae,Subterenochiton,NA,23115914,NA,NA
Ischnochitonidae,Stenosemus,NA,23115915,NA,NA
Loricidae,NA,NA,23116e3,NA,NA
Acanthochitonidae,Acanthochitona,zelandica,23120029,NA,NA
Callistoplacidae,NA,NA,23115903,NA,NA
Ischnochitonidae,Ischnochiton,versicolor,23115047,NA,NA
Ischnochitonidae,Ischnochiton,falcatus,23115033,NA,NA
Ischnochitonidae,Ischnochiton,intermedius,23115034,NA,NA
Ischnochitonidae,Ischnochiton,lineolatus,23115035,NA,NA
Ischnochitonidae,Ischnochiton,luteoroseus,23115036,NA,NA
Ischnochitonidae,Ischnochiton,luticolens,23115037,NA,NA
Ischnochitonidae,Ischnochiton,mawlei,23115038,NA,NA
Ischnochitonidae,Ischnochiton,mayi,23115039,NA,NA
Ischnochitonidae,Ischnochiton,pilsbryi,23115040,NA,NA
Ischnochitonidae,Ischnochiton,ptychius,23115041,NA,NA
Ischnochitonidae,Ischnochiton,purus,23115042,NA,NA
Ischnochitonidae,Ischnochiton,tindalei,23115043,NA,NA
Ischnochitonidae,Ischnochiton,torri,23115044,NA,NA
Ischnochitonidae,Ischnochiton,intermedius,23115062,NA,NA
Ischnochitonidae,Ischnochiton,verconis,23115046,NA,NA
Loricidae,Loricella,angasi,23116002,NA,NA
Ischnochitonidae,Ischnochiton,virgatus,23115048,NA,NA
Ischnochitonidae,Ischnochiton,weedingi,23115049,NA,NA
Ischnochitonidae,Ischnochiton,wilsoni,23115050,NA,NA
Ischnochitonidae,Ischnochiton,australis,23115051,NA,NA
Ischnochitonidae,Stenosemus,exaratus,23115052,NA,NA
Ischnochitonidae,Lepidozona,luzonica,23115053,NA,NA
Ischnochitonidae,Stenochiton,cymodocealis,23115054,NA,NA
Ischnochitonidae,Stenochiton,longicymba,23115055,NA,NA
Ischnochitonidae,Stenochiton,nubilus,23115056,NA,NA
Ischnochitonidae,Stenochiton,pilsbryanus,23115057,NA,NA
Chaetopleuridae,Particulazona,milnei,23115058,NA,NA
Ischnochitonidae,Subterenochiton,gabrieli,23115059,NA,NA
Ischnochitonidae,Ischnochiton,variegatus,23115045,NA,NA
Nuculanidae,Jupiteria,wolffi,23207028,NA,NA
Nuculanidae,Nuculana,NA,23207903,NA,NA
Nuculanidae,Propeleda,ensicula,23207015,NA,NA
Nuculanidae,Lamellileda,typica,23207016,NA,NA
Nuculanidae,Saccella,caloundra,23207017,NA,NA
Nuculanidae,Saccella,dohrni,23207018,NA,NA
Nuculanidae,Saccella,verconis,23207019,NA,NA
Nuculanidae,Exocholeda,dasea,23207020,NA,NA
Nuculanidae,Saccella,comita,23207021,NA,NA
Nuculanidae,Saccella,electilis,23207022,NA,NA
Nuculanidae,Saccella,watsoni,23207023,NA,NA
Nuculanidae,Nuculana,ramsayi,23207024,NA,NA
Nuculanidae,Sarepta,tellinaeformis,23207025,NA,NA
Nuculanidae,Ledella,pala,23207013,NA,NA
Nuculanidae,Propeleda,longicaudata,23207027,NA,NA
Nuculanidae,Ledella,curtior,23207012,NA,NA
Nuculanidae,Saccella,maxwelli,23207029,NA,NA
Nuculanidae,Ledella,finlayi,23207030,NA,NA
Nuculanidae,Ledella,kermadecensis,23207031,NA,NA
Nuculanidae,Ledella,tasmanica,23207032,NA,NA
Nuculanidae,Poroleda,lanceolata,23207033,NA,NA
Nuculanidae,Parayoldiella,kermadecensis,23207034,NA,NA
Nuculanidae,Saccella,hedleyi,23207035,NA,NA
Nuculanidae,Nuculana,manawatawhia,23207036,NA,NA
Nuculanidae,Nuculana,investigator,23207037,NA,NA
Nuculanidae,Ledella,herdmani,23207038,NA,NA
Nuculanidae,Jupiteria,NA,23207901,NA,NA
Malletiidae,Pseudoglomus,NA,23205901,NA,NA
Nuculanidae,Nuculana,fulgida,23207026,NA,NA
Neilonellidae,Neilonella,NA,23206903,NA,NA
Acanthochitonidae,Acanthochitona,thackwayi,23120027,NA,NA
Malletiidae,Protonucula,NA,23205903,NA,NA
Malletiidae,Katadesmia,NA,23205904,NA,NA
Malletiidae,Malletia,NA,23205905,NA,NA
Neilonellidae,NA,NA,23206e3,NA,NA
Neilonellidae,Neilo,australis,23206001,NA,NA
Neilonellidae,Protonucula,verconis,23206002,NA,NA
Neilonellidae,Neilonella,benthicola,23206003,NA,NA
Neilonellidae,Neilonella,wrighti,23206004,NA,NA
Neilonellidae,Neilonella,hadalis,23206005,NA,NA
Neilonellidae,Neilonella,kermadecensis,23206006,NA,NA
Neilonellidae,Neilonella,flemingi,23206007,NA,NA
Nuculanidae,Poroleda,spathula,23207014,NA,NA
Neilonellidae,Protonucula,NA,23206902,NA,NA
Nuculanidae,Poroleda,NA,23207904,NA,NA
Nuculanidae,NA,NA,23207e3,NA,NA
Nuculanidae,Saccella,crassa,23207001,NA,NA
Nuculanidae,Yoldia,lata,23207002,NA,NA
Nuculanidae,Nuculana,novaeguineensis,23207003,NA,NA
Nuculanidae,Nuculana,corbuloides,23207004,NA,NA
Nuculanidae,Saccella,darwini,23207005,NA,NA
Nuculanidae,Nuculana,neaeriformis,23207006,NA,NA
Nuculanidae,Jupiteria,oculata,23207007,NA,NA
Nuculanidae,Jupiteria,fortis,23207008,NA,NA
Nuculanidae,Ledella,inopinata,23207009,NA,NA
Nuculanidae,Ledella,miliacea,23207010,NA,NA
Nuculanidae,Ledella,remensa,23207011,NA,NA
Neilonellidae,Neilo,NA,23206901,NA,NA
Mytilidae,Musculus,nanus,23220018,NA,NA
Nuculanidae,Ledella,NA,23207902,NA,NA
Mytilidae,Brachidontes,erosus,23220005,NA,NA
Mytilidae,Trichomya,hirsuta,23220006,NA,NA
Mytilidae,Modiolus,peronianus,23220007,NA,NA
Mytilidae,Modiolus,areolatus,23220008,NA,NA
Mytilidae,Modiolatus,victoriae,23220009,NA,NA
Mytilidae,Amygdalum,striatum,23220010,NA,NA
Mytilidae,Rhomboidella,radians,23220011,NA,NA
Mytilidae,Xenostrobus,inconstans,23220012,NA,NA
Mytilidae,Xenostrobus,pulex,23220013,NA,NA
Mytilidae,Xenostrobus,securis,23220014,NA,NA
Mytilidae,Arcuatula,senhousia,23220015,NA,NA
Mytilidae,Brachidontes,rostratus,23220003,NA,NA
Mytilidae,Musculus,cumingianus,23220017,NA,NA
Mytilidae,Mytilus,galloprovincialis,23220002,NA,NA
Mytilidae,Musculus,viridulus,23220019,NA,NA
Mytilidae,Gregariella,barbata,23220020,NA,NA
Mytilidae,Lithophaga,teres,23220021,NA,NA
Mytilidae,Leiosolenus,malaccanus,23220022,NA,NA
Mytilidae,Jolya,elongata,23220023,NA,NA
Mytilidae,Modiolus,philippinarum,23220024,NA,NA
Mytilidae,Modiolus,rumphii,23220025,NA,NA
Mytilidae,Modiolatus,nitidus,23220026,NA,NA
Mytilidae,Arcuatula,glaberrima,23220027,NA,NA
Mytilidae,Solamen,spectabilis,23220028,NA,NA
Mytilidae,Septifer,bilocularis,23220029,NA,NA
Lucinidae,Epicodakia,nodulosa,23305063,NA,NA
Mytilidae,Musculus,impactus,23220016,NA,NA
Siliculidae,Silicula,NA,23209901,NA,NA
Nuculanidae,Propeleda,NA,23207905,NA,NA
Nuculanidae,Yoldia,NA,23207906,NA,NA
Nuculanidae,Saccella,NA,23207907,NA,NA
Nuculanidae,Exocholeda,NA,23207908,NA,NA
Nuculanidae,Lamellileda,NA,23207909,NA,NA
Nuculanidae,Parayoldiella,NA,23207910,NA,NA
Sareptidae,NA,NA,23208e3,NA,NA
Sareptidae,Yoldiella,antarctica,23208001,NA,NA
Sareptidae,Yoldiella,ecaudata,23208002,NA,NA
Sareptidae,Sarepta,tellinaeformis,23208003,NA,NA
Sareptidae,Sarepta,NA,23208901,NA,NA
Sareptidae,Yoldiella,NA,23208902,NA,NA
Mytilidae,Brachidontes,crebristriatus,23220004,NA,NA
Siliculidae,Silicula,rouchi,23209001,NA,NA
Malletiidae,Neilo,aoteana,23205009,NA,NA
Solemyidae,NA,NA,23216e3,NA,NA
Solemyidae,Solemya,australis,23216001,NA,NA
Solemyidae,Solemya,velesiana,23216002,NA,NA
Solemyidae,Solemya,terraereginae,23216003,NA,NA
Solemyidae,Solemya,moretonensis,23216004,NA,NA
Solemyidae,Solemya,parkinsonii,23216005,NA,NA
Solemyidae,Acharax,clarificata,23216006,NA,NA
Solemyidae,Solemya,NA,23216901,NA,NA
Solemyidae,Acharax,NA,23216902,NA,NA
Order Mytiloida,NA,NA,23219e3,NA,NA
Mytilidae,NA,NA,2322e4,NA,NA
Mytilidae,Mytilus,planulatus,23220001,NA,NA
Siliculidae,NA,NA,23209e3,NA,NA
Nuculidae,Ennucula,obliqua,23201001,NA,NA
Nuculidae,Austronucula,papuensis,23201014,NA,NA
Acanthochitonidae,Pseudotonicia,NA,23120908,NA,NA
Cryptoplacidae,NA,NA,23121e3,NA,NA
Cryptoplacidae,Cryptoplax,burrowi,23121001,NA,NA
Cryptoplacidae,Cryptoplax,iredalei,23121002,NA,NA
Cryptoplacidae,Cryptoplax,larvaeformis,23121003,NA,NA
Cryptoplacidae,Cryptoplax,mystica,23121004,NA,NA
Cryptoplacidae,Cryptoplax,royana,23121005,NA,NA
Cryptoplacidae,Cryptoplax,striata,23121006,NA,NA
Cryptoplacidae,Cryptoplax,NA,23121901,NA,NA
Hemiarthridae,NA,NA,23122e3,NA,NA
Hemiarthridae,Hemiarthrum,setulosum,23122001,NA,NA
Acanthochitonidae,Craspedoplax,NA,23120906,NA,NA
Nuculidae,NA,NA,23201e3,NA,NA
Acanthochitonidae,Leptoplax,NA,23120905,NA,NA
Nuculidae,Ennucula,cumingi,23201002,NA,NA
Nuculidae,Ennucula,superba,23201003,NA,NA
Nuculidae,Nucula,pusilla,23201004,NA,NA
Nuculidae,Nucula,beachportensis,23201005,NA,NA
Nuculidae,Nucula,torresi,23201006,NA,NA
Nuculidae,Nucula,praetenta,23201007,NA,NA
Nuculidae,Nucula,saltator,23201008,NA,NA
Nuculidae,Nucula,mayi,23201009,NA,NA
Nuculidae,Nucula,revei,23201010,NA,NA
Nuculidae,Nucula,covra,23201011,NA,NA
Nuculidae,Pronucula,decorosa,23201012,NA,NA
Malletiidae,Neilo,NA,23205902,NA,NA
Hemiarthridae,Hemiarthrum,NA,23122901,NA,NA
Acanthochitonidae,Notoplax,brookesi,23120043,NA,NA
Leptochitonidae,Leptochiton,norfolcensis,23101011,NA,NA
Acanthochitonidae,Craspedoplax,cornuta,23120030,NA,NA
Acanthochitonidae,Craspedoplax,elegans,23120031,NA,NA
Acanthochitonidae,Notoplax,aenigma,23120032,NA,NA
Acanthochitonidae,Notoplax,crocodila,23120033,NA,NA
Acanthochitonidae,Notoplax,curiosa,23120034,NA,NA
Acanthochitonidae,Notoplax,gabrieli,23120035,NA,NA
Acanthochitonidae,Notoplax,leuconota,23120036,NA,NA
Acanthochitonidae,Notoplax,macandrewi,23120037,NA,NA
Acanthochitonidae,Notoplax,mayi,23120038,NA,NA
Acanthochitonidae,Notoplax,rubrostrata,23120039,NA,NA
Acanthochitonidae,Notoplax,sphenorhyncha,23120040,NA,NA
Acanthochitonidae,Cryptoconchus,NA,23120907,NA,NA
Acanthochitonidae,Notoplax,aupouria,23120042,NA,NA
Nuculidae,Austronucula,brongersmai,23201015,NA,NA
Acanthochitonidae,Notoplax,facilis,23120044,NA,NA
Acanthochitonidae,Notoplax,latalamina,23120045,NA,NA
Acanthochitonidae,Notoplax,mariae,23120046,NA,NA
Acanthochitonidae,Notoplax,rubiginosa,23120047,NA,NA
Acanthochitonidae,Notoplax,violacea,23120048,NA,NA
Acanthochitonidae,Notoplax,websteri,23120049,NA,NA
Acanthochitonidae,Cryptoconchus,porosus,23120050,NA,NA
Acanthochitonidae,Pseudotonicia,cuneata,23120051,NA,NA
Acanthochitonidae,Notoplax,NA,23120901,NA,NA
Acanthochitonidae,Acanthochitona,NA,23120902,NA,NA
Acanthochitonidae,Bassethullia,NA,23120903,NA,NA
Acanthochitonidae,Craspedochiton,NA,23120904,NA,NA
Acanthochitonidae,Notoplax,subviridis,23120041,NA,NA
Yoldiidae,Yoldiella,powelli,23204006,NA,NA
Nuculidae,Austronucula,australiensis,23201013,NA,NA
Nuculidae,Austronucula,NA,23201906,NA,NA
Nuculidae,Varinucula,NA,23201907,NA,NA
Bathyspinulidae,NA,NA,23203e3,NA,NA
Bathyspinulidae,Bathyspinula,calcar,23203001,NA,NA
Bathyspinulidae,Bathyspinula,kermadecensis,23203002,NA,NA
Bathyspinulidae,Bathyspinula,tasmanica,23203003,NA,NA
Bathyspinulidae,Bathyspinula,NA,23203901,NA,NA
Yoldiidae,NA,NA,23204e3,NA,NA
Yoldiidae,Yoldia,lata,23204001,NA,NA
Yoldiidae,Yoldiella,librata,23204002,NA,NA
Yoldiidae,Yoldiella,antarctica,23204003,NA,NA
Nuculidae,Rumptunucula,NA,23201904,NA,NA
Yoldiidae,Yoldiella,hamiltoni,23204005,NA,NA
Nuculidae,Pronucula,NA,23201903,NA,NA
Yoldiidae,Yoldiella,sabrina,23204007,NA,NA
Yoldiidae,Yoldia,NA,23204901,NA,NA
Yoldiidae,Yoldiella,NA,23204902,NA,NA
Malletiidae,NA,NA,23205e3,NA,NA
Malletiidae,Pseudoglomus,verconis,23205001,NA,NA
Malletiidae,Neilo,australis,23205002,NA,NA
Malletiidae,Protonucula,verconis,23205003,NA,NA
Malletiidae,Katadesmia,cuneata,23205004,NA,NA
Malletiidae,Malletia,galatheae,23205005,NA,NA
Malletiidae,Neilo,annectens,23205006,NA,NA
Malletiidae,Neilo,blacki,23205007,NA,NA
Malletiidae,Neilo,delli,23205008,NA,NA
Yoldiidae,Yoldiella,ecaudata,23204004,NA,NA
Nuculidae,Pronucula,bollonsi,23201030,NA,NA
Nuculidae,Nucula,vincentiana,23201016,NA,NA
Nuculidae,Ennucula,dilecta,23201017,NA,NA
Nuculidae,Ennucula,dilecta,23201018,NA,NA
Nuculidae,Ennucula,diaphana,23201019,NA,NA
Nuculidae,Ennucula,definita,23201020,NA,NA
Nuculidae,Ennucula,astricta,23201021,NA,NA
Nuculidae,Ennucula,privigna,23201022,NA,NA
Nuculidae,Ennucula,orekta,23201023,NA,NA
Nuculidae,Ennucula,compar,23201024,NA,NA
Nuculidae,Nucula,nitidula,23201025,NA,NA
Nuculidae,Nucula,nitidulaformis,23201026,NA,NA
Nuculidae,Linucula,hartvigiana,23201027,NA,NA
Nuculidae,Linucula,NA,23201905,NA,NA
Nuculidae,Ennucula,strangei,23201029,NA,NA
Acanthochitonidae,Acanthochitona,thileniusi,23120028,NA,NA
Nuculidae,Pronucula,kermadecensis,23201031,NA,NA
Nuculidae,Pronucula,maoria,23201032,NA,NA
Nuculidae,Pronucula,tenuis,23201033,NA,NA
Nuculidae,Austronucula,galatheae,23201034,NA,NA
Nuculidae,Austronucula,schencki,23201035,NA,NA
Nuculidae,Nucula,dunedinensis,23201036,NA,NA
Nuculidae,Ennucula,strangeiformis,23201037,NA,NA
Nuculidae,Nucula,certisinus,23201038,NA,NA
Nuculidae,Nucula,rossiana,23201039,NA,NA
Nuculidae,Varinucula,gallinacea,23201040,NA,NA
Nuculidae,Ennucula,NA,23201901,NA,NA
Nuculidae,Nucula,NA,23201902,NA,NA
Nuculidae,Linucula,recens,23201028,NA,NA
Tubificidae,Doliodrilus,diverticulatus,22214031,NA,NA
Tubificidae,Limnodrilus,hoffmeisteri,22214044,NA,NA
Tubificidae,Aulodrilus,limnobius,22214018,NA,NA
Tubificidae,Aulodrilus,pluriseta,22214019,NA,NA
Tubificidae,Bathydrilus,ampliductus,22214020,NA,NA
Tubificidae,Biprostatus,bifidus,22214021,NA,NA
Tubificidae,Biprostatus,duplex,22214022,NA,NA
Tubificidae,Bothrioneurum,vejdovskyanum,22214023,NA,NA
Tubificidae,Branchiura,sowerbyi,22214024,NA,NA
Tubificidae,Breviatria,multiprostatus,22214025,NA,NA
Tubificidae,Breviatria,pectinatus,22214026,NA,NA
Tubificidae,Breviatria,papillatus,22214027,NA,NA
Tubificidae,Breviatria,arvensis,22214028,NA,NA
Tubificidae,Antipodrilus,multiseta,22214016,NA,NA
Tubificidae,Coralliodrilus,hanleyi,22214030,NA,NA
Tubificidae,Antipodrilus,magelensis,22214015,NA,NA
Tubificidae,Duridrilus,piger,22214032,NA,NA
Tubificidae,Duridrilus,pastoralis,22214033,NA,NA
Tubificidae,Duridrilus,darwinensis,22214034,NA,NA
Tubificidae,Heronidrilus,bihamis,22214035,NA,NA
Tubificidae,Heterodrilus,keenani,22214036,NA,NA
Tubificidae,Heterodrilus,claviatriatus,22214037,NA,NA
Tubificidae,Heterodrilus,rapidensis,22214038,NA,NA
Tubificidae,Jamiesoniella,athecata,22214039,NA,NA
Tubificidae,Limnodriloides,rubicundus,22214040,NA,NA
Tubificidae,Limnodriloides,biforis,22214041,NA,NA
Tubificidae,Limnodriloides,fraternus,22214042,NA,NA
Phreodrilidae,Astacopsidrilus,fusiformis,22213024,NA,NA
Tubificidae,Coralliodrilus,improvisus,22214029,NA,NA
Tubificidae,Ainudrilus,fultoni,22214002,NA,NA
Tubificidae,Aktedrilus,parvithecatus,22214102,NA,NA
Phreodrilidae,Astacopsidrilus,myothyros,22213026,NA,NA
Phreodrilidae,Astacopsidrilus,notabilis,22213027,NA,NA
Phreodrilidae,Astacopsidrilus,novus,22213028,NA,NA
Phreodrilidae,Astacopsidrilus,ostiensis,22213029,NA,NA
Phreodrilidae,Astacopsidrilus,plumaseta,22213030,NA,NA
Phreodrilidae,Antarctodrilus,NA,22213901,NA,NA
Phreodrilidae,Astacopsidrilus,NA,22213902,NA,NA
Phreodrilidae,Insulodrilus,NA,22213903,NA,NA
Phreodrilidae,Nesodrilus,NA,22213904,NA,NA
Phreodrilidae,Phreodriloides,NA,22213905,NA,NA
Phreodrilidae,Phreodrilus,NA,22213906,NA,NA
Tubificidae,Antipodrilus,plectilus,22214017,NA,NA
Tubificidae,Ainudrilus,nharna,22214001,NA,NA
Tubificidae,Limnodrilus,udekemianus,22214045,NA,NA
Tubificidae,Ainudrilus,billabongus,22214003,NA,NA
Tubificidae,Ainudrilus,stagnalis,22214004,NA,NA
Tubificidae,Ainudrilus,angustivasa,22214005,NA,NA
Tubificidae,Ainudrilus,ngopitchup,22214006,NA,NA
Tubificidae,Ainudrilus,mediocris,22214007,NA,NA
Tubificidae,Ainudrilus,brendae,22214008,NA,NA
Tubificidae,Ainudrilus,piliferus,22214009,NA,NA
Tubificidae,Albanidrilus,wellsi,22214010,NA,NA
Tubificidae,Albanidrilus,coxensis,22214011,NA,NA
Tubificidae,Albanidrilus,caswellae,22214012,NA,NA
Tubificidae,Antipodrilus,davidis,22214013,NA,NA
Tubificidae,Antipodrilus,timmsi,22214014,NA,NA
Tubificidae,NA,NA,22214e3,NA,NA
Tubificidae,Limnodriloides,tarutensis,22214089,NA,NA
Tubificidae,Limnodriloides,lateroporus,22214043,NA,NA
Tubificidae,Limnodriloides,solitarius,22214076,NA,NA
Tubificidae,Smithsonidrilus,fecundus,22214077,NA,NA
Tubificidae,Ainudrilus,gibsoni,22214078,NA,NA
Tubificidae,Ainudrilus,vallus,22214079,NA,NA
Tubificidae,Heterodrilus,devexus,22214080,NA,NA
Tubificidae,Heterodrilus,carinatus,22214081,NA,NA
Tubificidae,Albanidrilus,pulcher,22214082,NA,NA
Tubificidae,Bathydrilus,paramunitus,22214083,NA,NA
Tubificidae,Bathydrilus,munitus,22214084,NA,NA
Tubificidae,Coralliodrilus,bidentatus,22214085,NA,NA
Tubificidae,Tectidrilus,borioides,22214086,NA,NA
Tubificidae,Coralliodrilus,mirus,22214074,NA,NA
Tubificidae,Limnodriloides,armatus,22214088,NA,NA
Tubificidae,Duridrilus,globosus,22214073,NA,NA
Tubificidae,Smithsonidrilus,grandiculus,22214090,NA,NA
Tubificidae,Smithsonidrilus,edgari,22214091,NA,NA
Tubificidae,Heterodrilus,queenslandicus,22214092,NA,NA
Tubificidae,Heterodrilus,scitus,22214093,NA,NA
Tubificidae,Heterodrilus,jamiesoni,22214094,NA,NA
Tubificidae,Giereidrilus,inermis,22214095,NA,NA
Tubificidae,Olavius,ulrikae,22214096,NA,NA
Tubificidae,Heronidrilus,clayi,22214097,NA,NA
Tubificidae,Heterodrilus,salmonensis,22214098,NA,NA
Tubificidae,Heterodrilus,apparatus,22214099,NA,NA
Tubificidae,Albanidrilus,magnificus,22214100,NA,NA
Leptochitonidae,Parachiton,capricornicus,23101013,NA,NA
Tubificidae,Limnodriloides,tenuiductus,22214087,NA,NA
Tubificidae,Smithsonidrilus,arduus,22214060,NA,NA
Tubificidae,Limnodrilus,claparedeianus,22214046,NA,NA
Tubificidae,Olavius,clavatus,22214047,NA,NA
Tubificidae,Pacifidrilus,aquilinus,22214048,NA,NA
Tubificidae,Paupidrilus,breviductus,22214049,NA,NA
Tubificidae,Pectinodrilus,heronensis,22214050,NA,NA
Tubificidae,Pectinodrilus,molestus,22214051,NA,NA
Tubificidae,Pectinodrilus,multiplex,22214052,NA,NA
Tubificidae,Potamothrix,bavaricus,22214053,NA,NA
Tubificidae,Rhizodrilus,arthingtonae,22214054,NA,NA
Tubificidae,Rhyacodrilus,coccineus,22214055,NA,NA
Tubificidae,Rhyacodrilus,megaprostatus,22214056,NA,NA
Tubificidae,Rhyacodrilus,bifidus,22214057,NA,NA
Tubificidae,Limnodriloides,agnes,22214075,NA,NA
Tubificidae,Smithsonidrilus,ludmillae,22214059,NA,NA
Phreodrilidae,Astacopsidrilus,edwardsi,22213023,NA,NA
Tubificidae,Smithsonidrilus,convexus,22214061,NA,NA
Tubificidae,Smithsonidrilus,irregularis,22214062,NA,NA
Tubificidae,Tectidrilus,arabicus,22214063,NA,NA
Tubificidae,Tubifex,tubifex,22214064,NA,NA
Tubificidae,Heterodrilus,decipiens,22214065,NA,NA
Tubificidae,Mexidrilus,immodicus,22214066,NA,NA
Tubificidae,Pectinodrilus,granifer,22214067,NA,NA
Tubificidae,Pirodriloides,breviclitellatus,22214068,NA,NA
Tubificidae,Aktedrilus,fissilis,22214069,NA,NA
Tubificidae,Aktedrilus,triplex,22214070,NA,NA
Tubificidae,Bathydrilus,edwardsi,22214071,NA,NA
Tubificidae,Bathydrilus,difficilis,22214072,NA,NA
Tubificidae,Smithsonidrilus,minisculus,22214058,NA,NA
Polygordiidae,NA,NA,2213e4,NA,NA
Psammodrilidae,Psammodrilus,NA,22153901,NA,NA
Trichobranchidae,Trichobranchus,tribranchiatus,22121003,NA,NA
Trichobranchidae,Octobranchus,myunus,22121004,NA,NA
Trichobranchidae,Terebellides,kowinka,22121005,NA,NA
Trichobranchidae,Terebellides,mundora,22121006,NA,NA
Trichobranchidae,Terebellides,narribri,22121007,NA,NA
Trichobranchidae,Terebellides,woolawa,22121008,NA,NA
Trichobranchidae,Trichobranchus,bunnabus,22121009,NA,NA
Trichobranchidae,Trichobranchus,gooreekis,22121010,NA,NA
Trichobranchidae,Terebellides,jitu,22121011,NA,NA
Trichobranchidae,Terebellides,kerguelensis,22121012,NA,NA
Trichobranchidae,Octobranchus,NA,22121901,NA,NA
Trichobranchidae,Trichobranchus,dibranchiatus,22121001,NA,NA
Trichobranchidae,Trichobranchus,NA,22121903,NA,NA
Trichobranchidae,NA,NA,22121e3,NA,NA
Polygordiidae,Polygordius,arafura,22130001,NA,NA
Polygordiidae,Polygordius,kiarama,22130002,NA,NA
Polygordiidae,Polygordius,NA,22130901,NA,NA
Saccocirridae,NA,NA,22133e3,NA,NA
Saccocirridae,Pharyngocirrus,jouinae,22133001,NA,NA
Saccocirridae,Pharyngocirrus,krusadensis,22133002,NA,NA
Saccocirridae,Pharyngocirrus,tridentiger,22133003,NA,NA
Saccocirridae,Saccocirrus,minor,22133004,NA,NA
Saccocirridae,Saccocirrus,NA,22133901,NA,NA
Saccocirridae,Pharyngocirrus,NA,22133902,NA,NA
Psammodrilidae,NA,NA,22153e3,NA,NA
Phreodrilidae,Astacopsidrilus,jamiesoni,22213025,NA,NA
Trichobranchidae,Terebellides,NA,22121902,NA,NA
